,Company,HQ,Address**,City,ST,ZIP,County,Phone,Website,NAICS Code,Industry,Function,Source,St. Louis Employees,year
639,NetEffects Inc. ,St. Louis MSA,"500 Chesterfield Center, Suite 350",Chesterfield,MO,63017,St. Louis County,(636) 237-1000,www.neteffects.com,541511,Professional & Scientific & Technical Services,Computer and internet consulting,6,272,2016
640,ABB Inc.,"Zurich, Switzerland",4350 Semple Ave.,St. Louis,MO,63120,City of St. Louis,(314) 382-2100,www.abb.com,3353,Manufacturing,Manufactures electrical transformers,7,270,2016
641,Handi-Craft Company,,4433 Flyer St.,St. Louis,MO,63116,City of St. Louis,(314) 773-2979,www.handi-craft.com,33993,Manufacturing,"Toys, Gifts, Hobby & Seasonal Products",3,270,2016
642,Industrial Marketing Inc,St. Louis MSA,1441 Hampton Ave,St. Louis,MO,63139-3115,City of St. Louis,(314) 647-7529,,561110,Professional & Scientific & Technical Services,Management Services Accounting/Auditing/Bookkeeping,1,270,2016
643,Lessie Bates Davis,St. Louis MSA,1200 N 13th St,East St. Louis,IL,62205-2975,St. Clair County,(618) 874-0777,,624190,Health Care & Social Assistance,Individual And Family Social Services,1,270,2016
644,Paric Corporation,St. Louis MSA,77 Westport Plz. Suite 250,St. Louis,MO,63146,St. Louis County,(636) 561-9500,www.paric.com,23320,Construction,General Contractors,6,270,2016
645,Red Lion Beef Corporation,St. Louis MSA,"12015 Manchester Rd., Suite 118",St. Louis,MO,63131,St. Louis County,(314) 821-8665,www.lionschoice.com,722110,Accommodation & Food Services,Fast food chain,7,270,2016
646,Standard Parking Corp,,PO Box 10306,St. Louis,MO,63145-0306,St. Louis County,(314) 890-2800,www.standardparking.com,812930,Other Services,Automobile Parking,1,270,2016
647,Suddenlink Communications ,,520 Maryville Centre Dr.,St. Louis,MO,63141,St. Louis County,(314) 315-9400,www.suddenlink.com,,Information,Cable television and internet services,6,270,2016
648,First National Bank of St. Louis ,,7707 Forsyth Blvd.,Clayton,MO,63105,St. Louis County,(314) 862-8300,www.fnbstl.com,522110,Finance & Insurance,Banking,1,262,2016
649,Mercy Health Plans Inc ,,"14528 S. Outer 40, Suite 300",Chesterfield,MO,63017,St. Louis County,(314) 214-8100,www.mercyhealthplans.com,524114,Finance & Insurance,Hospital/Medical Service Plan,1,262,2016
650,Biomedical Systems,St. Louis MSA,77 Progress Parkway,Maryland Heights,MO,63043,St. Louis County,(314) 576-6800,www.biomedsys.com,621511,Manufacturing,Biotech - Medical Devices,6,260,2016
651,Dickerson Stations Inc,St. Louis MSA,920 N Illinois St,Belleville,IL,62220-4374,St. Clair County,(618) 233-0786,,447190,Retail Trade,Gasoline Service Station Ret Groceries,1,260,2016
652,Fred Weber Inc. ,St. Louis MSA,2320 Creve Coeur Mill Rd.,Maryland Heights,MO,63043,St. Louis County,(314) 344-0070,www.fredweberinc.com,236210,Construction,Construction and Engineering,6,260,2016
653,Greenville College,St. Louis MSA,315 E. College Ave.,Greenville,IL,62246,Bond County,(618) 664-2800,,611310,Educational Services,Colleges & Universities (General and Liberal Arts & Sciences),3,260,2016
654,Interior Construction Services,St. Louis MSA,2930 Market St,St. Louis,MO,63103-2525,City of St. Louis,(314) 534-6664,,238330,Construction,Floor Laying Contractor,1,260,2016
655,Lincoln County R-III Schools,St. Louis MSA,951 W. College St.,Troy,MO,63379,Lincoln County,(636) 462-6098,troy.k12.mo.us/district/news.php,611110,Educational Services,Public Elementary and Secondary Education,8,260,2016
656,Mills Properties Inc.,St. Louis MSA,2650 S. Hanley Suite 200,Maplewood,MO,63144,St. Louis County,(314) 721-8000,www.millspartments.net,,Real Estate & Rental & Leasing,Development and management of apartment properties,6,260,2016
657,Northview Village Inc,St. Louis MSA,2415 N Kingshighway Blvd,St. Louis,MO,63113-1109,City of St. Louis,(314) 361-1300,,623311,Health Care & Social Assistance,Skilled Nursing Facility,1,260,2016
658,Professional Therapy Services,,2810 Frank Scott Parkway West,Belleville,IL,62223,St. Clair County,(618) 234-9705,www.ptisinc.org,621340,Health Care & Social Assistance,Physical Therapy Clinics,3,260,2016
659,Project Inc,,6301 Manchester Ave,St. Louis,MO,63139-3034,City of St. Louis,(314) 647-3300,,322232,Manufacturing,Vocational rehabilitation service - printing industry,1,260,2016
660,R K Stratman Inc,St. Louis MSA,680B Parr Rd,Wentzville,MO,63385-2903,St. Charles County,(636) 332-5636,www.rkstratman.com,314999,Manufacturing,Screen printing on fabric,1,260,2016
661,"Sinclair and Rush, Arnold Plant",,123 Manufacturers Drive,Arnold,MO,63010,Jefferson County,(636) 282-6800,,326,Manufacturing,Plastics and Rubber Products,8,258,2016
662,Valley Industries,St. Louis MSA,143-B McDonnell Blvd.,Hazelwood,MO,63042,St. Louis County,(314) 731-1771,www.valleyind.net,541860,Professional & Scientific & Technical Services,Direct Mail Packaging & Fulfillment,3,256,2016
663,Emmis Communications Corp,,800 Saint Louis Union Sta,St. Louis,MO,63103-2257,City of St. Louis,(314) 621-0400,www.emmis.com,515112,Information,Radio Broadcast Station,1,255,2016
664,PDS Technical Services Inc.,,"1285 Fern Ridge Pkwy., Suite 150",St. Louis,MO,63141,St. Louis,(314) 628-9143,www.pdstech.com,561,"Administrative & Support, Waste Management & Remediation Services",Employment Agencies - Temporary,6,255,2016
665,Safeco Insurance Co. of America ,,3637 S Geyer Rd,St. Louis,MO,63127-1203,St. Louis County,(636) 825-3100,www.safeco.com,524,Finance & Insurance,Fire And Casualty Insurance,1,255,2016
666,Strano (Robert) & Associates/GMAC,,1910 Carlyle Ave.,Belleville,IL,62221,St. Clair County,(618) 257-7690,www.strano.com,531210,Real Estate & Rental & Leasing,Real Estate Developer And Syndicator,3,255,2016
667,Friendship Village of South,St. Louis MSA,12503 Village Circle Dr # 1,St. Louis,MO,63127-1701,St. Louis County,(314) 842-6840,www.friendshipvillagesouth.com,531110,Health Care & Social Assistance,Apartment Building Operator Skilled Nursing Care Facility,1,254,2016
668,R.K. Stratman Inc.,St. Louis MSA,680-B Parr Rd.,Wentzville,MO,63385,St. Charles County,(636) 332-5636,www.rkstratman.com,323110,Manufacturing,Commercial Printing,3,254,2016
669,BF USB Inc,St. Louis MSA,1600 Park 370 Pl Ste 2,Hazelwood,MO,63042-4419,St. Louis County,(314) 429-2111,,311821,Manufacturing,Makes cookies,1,253,2016
670,Bird Pony Inc,St. Louis MSA,PO Box 190,Mapaville,MO,63065-0190,Jefferson County,(636) 937-0202,www.ponybird.com,623210,Health Care & Social Assistance,Nursing/Personal Care,1,252,2016
671,Afton Chemical Corp,"Richmond, VA",501 Monsanto Ave,East St. Louis,IL,62206-1138,St. Clair County,(618) 274-1755,www.aftonchemical.com,325199,Manufacturing,Manufactures oil and gas additives,2,250,2016
672,Allstate Insurance Companies,"Northbrook, IL ",12140 Woodcrest Exec. Dr. #300,St. Louis,MO,63141,St. Louis,(314) 434-4477,www.allstate.com,524126,Finance & Insurance,Insurance Cos.- Property/Casualty,3,250,2016
673,Alton Multispecialists Ltd Inc,St. Louis MSA,1 Professional Dr Ste 220,Alton,IL,62002-5068,Madison County,(618) 463-8590,www.altondoctors.com,621111,Health Care & Social Assistance,Medical Doctor's Office,1,250,2016
674,American Cleaners & Laundry Co. Inc.,,13960 Manchester Rd.,Manchester,MO,63011,St. Louis,(636) 227-8299,,812320,Other Services,Cleaners & Launderers,3,250,2016
675,American Family Insurance ,"Madison, WI",11789 Borman Dr,St. Louis,MO,63146-4188,St. Louis County,(314) 991-1884,www.amfam.com,524114,Finance & Insurance,Insurance claims,1,250,2016
676,Ampleforth Enterprises Inc,St. Louis MSA,1219 S Vandeventer Ave,St. Louis,MO,63110-3807,City of St. Louis,(314) 531-2000,www.boldtbrothers.com,561720,"Administrative & Support, Waste Management & Remediation Services",Commercial Cleaning Services,1,250,2016
677,Ansira Engagement Marketing,St. Louis MSA,2300 Locust St.,St. Louis,MO,63103,St. Louis City,(314) 783-2300,https://ansira.com/,541613,Professional & Scientific & Technical Services,Channel Marketing,6,250,2016
678,Apted-Hulling Inc.,St. Louis MSA,6300 Clayton Rd.,St. Louis,MO,63117,St. Louis,(314) 644-6640,,551112,Management of Companies & Enterprises,Investments - Holding Companies (Exc. Banks),3,250,2016
679,Archway Building Maintenance,,2728 Gravois Rd.,St. Louis,MO,63118,City of St. Louis,(314) 664-0848,,561720,"Administrative & Support, Waste Management & Remediation Services",Maintenance & Janitorial,3,250,2016
680,Ativity Packaging,,1101 S. Denton Rd,Pacific,MO,63069,St. louis and Franklin,(636) 257-1400,,32221,Manufacturing,Paperboard Container Manufacturing,3,250,2016
681,Automatic Data Processing Inc,"Roseland, NJ",12200 Weber Hill Rd,St. Louis,MO,63127-1599,St. Louis County,(314) 525-3000,www.adp.com,518210,Professional & Scientific & Technical Services,Data Processing/Preparation Accounting/Auditing/Bookkeeping,1,250,2016
682,B & F Enterprises LLC,St. Louis MSA,1335 S Lindbergh Blvd,St. Louis,MO,63131-2926,St. Louis County,(314) 993-1100,,721110,Accommodation & Food Services,Hotel/Motel Operation Eating Place,1,250,2016
683,Barry-Wehmiller Cos. Inc.,St. Louis MSA,8020 Forsyth Blvd,Clayton,MO,63105,St. Louis County,(314) 862-8000,www.barry-wehmiller.com,541330,Professional & Scientific & Technical Services,Engineering consulting,6,250,2016
684,Beall Manufacturing Inc.,St. Louis MSA,421 North Shamrock St.,East Alton,IL,62024,Madison County,(618) 259-8154,www.supertuf.com,3363,Manufacturing,Motor Vehicle Products,3,250,2016
685,Beelman River Terminal Inc.,St. Louis MSA,One N. Market,St. Louis,MO,63102,City of St. Louis,(314) 241-9600,www.beelman.com,4832,Transportation & Warehousing,Marine Transport & Services,3,250,2016
686,Belleville News-Democrat,St. Louis MSA,120 S. Illinois St.,Belleville,IL,62220,St. Clair County,(618) 234-1000,www.bnd.com,511110,Information,Publishers,2,250,2016
687,Bis Fru-Con Engineering Inc,St. Louis MSA,15933 Clayton Road #305,Ballwin,MO,63011,St. Louis County,(636) 391-4300,,541310,Construction,Engineering Services Architectural Services,1,250,2016
688,Bureau of Prisons,,"100 Us Hwy 40 & 4th St
",Greenville,IL,62246,Bond County,(618) 664-6200,http://www.bop.gov,922140,Public Administration,Correctional Institutions,8,250,2016
689,Burgin Healthcare Inc.,St. Louis MSA,8220 Delmar Blvd.,St. Louis,MO,63124,St. Louis,(314) 692-0777,,623110,Health Care & Social Assistance,Residential Care - Elderly,3,250,2016
690,Buse Industries Inc.,St. Louis MSA,177 Northwest Industrial Ct.,Bridgeton,MO,63044,St. Louis,(314) 344-1166,www.buseinc.com,334111,Manufacturing,Electronic Devices & Equipment,3,250,2016
691,Capstar Hallmark Co LLC,St. Louis MSA,200 N 4th St,St. Louis,MO,63102-1902,City of St. Louis,(314) 621-8200,,721110,Accommodation & Food Services,Hotel/Motel Operation Eating Place Misc Personal Service Drinking Place,1,250,2016
692,Carlisle SynTec Incorporated,,1825 East U.S. Route 40,Greenville,IL,62246,Bond County,(618) 664-4540,www.carlisle-syntec.com,326,Manufacturing,Plastic & Rubber Products,3,250,2016
693,Certara,St. Louis MSA,"210 N. Tucker Blvd, Suite 350",St. Louis,MO,63101,City of St. Louis,(314) 647-1099,www.certara.com,,Biotech,Science consulting and software,7,250,2016
694,CHAN Healthcare Auditors,St. Louis MSA,231 S Bemiston Ave Ste 300,St. Louis,MO,63105-1914,St. Louis County,(314) 802-2000,www.chanllc.com,541211,Professional & Scientific & Technical Services,Accounting/Auditing/Bookkeeping,1,250,2016
695,Church of Jesus Christ of Latter Day Saints,,830 N Kirkwood Rd,St. Louis,MO,63122-2640,St. Louis County,(314) 822-2675,www.lds.org,813110,Other Services,Religious Organization,1,250,2016
696,Clean Uniform Co St Louis,St. Louis MSA,1316 S 7th St,St. Louis,MO,63104-3606,City of St. Louis,(314) 421-1220,www.cleanuniform.com,812332,Other Services,Industrial Launderer,1,250,2016
697,Code 3 Inc.,,10986 N. Warson Rd.,St. Louis,MO,63114,St. Louis,(314) 426-2700,www.code3pse.com,3352,Manufacturing,Appliances,3,250,2016
698,Columbia Community School District,St. Louis MSA,77 Veterans Pkwy,Columbia,IL,62236,Monroe County ,(618) 281-4772,http://www.chseagles.com,923110,Public Administration,Administration of eduational programs,8,250,2016
699,Concrete Strategies,St. Louis MSA,2199 Innerbelt Business Center Dr.,St. Louis,MO,63114,St. Louis County,(314) 429-5100,www.concretestrategies.com,233320,Construction,Design/Build,3,250,2016
700,Con-Way Freight Inc,,8390 Hall St,St. Louis,MO,63147-2316,City of St. Louis,(314) 381-1752,www.con-way.com,488490,Transportation & Warehousing,Truck Terminal Facility Trucking Operator-Nonlocal Local Trucking Operator,1,250,2016
701,Crane Agency Company,,"100 S. Fourth St., Suite 800",St. Louis,MO,63102,City of St. Louis,(314) 241-8700,www.craneagency.com,524210,Finance & Insurance,Insurance,3,250,2016
702,Crowne Plaza St. Louis - Downtown,St. Louis MSA,200 N 4th St,St. Louis,MO,63102-1902,City of St. Louis,(314) 621-8200,,721110,Accommodation & Food Services,Hotels And Motels,1,250,2016
703,Culpepper's Inc.,St. Louis MSA,"13035 Olive Blvd., Suite 208",St. Louis,MO,63141,St. Louis,(314) 542-2056,www.culpeppers.com,722110,Accommodation & Food Services,Restaurants,3,250,2016
704,"Customer Direct, L.L.C.",St. Louis MSA,500 Northwest Plz #1100,Saint Ann,MO,63074,St. Louis County,(636)536-9928,www.guestdirect.com,517919,Information,Wired Telecommunications Services,,250,2016
705,Den-Tex Central Inc.,,1515 Hampton Ave,St. Louis,MO,63139,City of St. Louis,(314) 645-1754,,722211,Accommodation & Food Services,Eating Places,3,250,2016
706,East Central College,St. Louis MSA,1964 Prairie Dell Rd,Union,MO,63084,Franklin County,(636) 583-5193,http://www.ecc.cc.mo.us,611210,Educational Services,Junior College College/University,8,250,2016
707,"East Saint Louis Il, City of",St. Louis MSA,301 Riverpark Dr,East St. Louis,IL,62201-3028,St. Clair County,(618) 482-6664,,921110,Public Administration,Executive Office,1,250,2016
708,Eckert's Orchards inc.,St. Louis MSA,901 Greenmount Rd.,Belleville,IL,62220,St. Clair County,(618) 233-0513,www.eckerts.com,4451,Retail Trade,Grocery store and Outdoor,3,250,2016
709,Federal-Mogul Corp,,PO Box 7224,St. Louis,MO,63177-1224,City of St. Louis,(314) 977-0300,,336399,Manufacturing,Manufactures motor vehicle parts & accessories,1,250,2016
710,Financial Asset Management,St. Louis MSA,70 Corporate Hills Dr # 1,St. Charles,MO,63301-3750,St. Charles County,(636) 925-5300,www.fams.net,561440,Finance & Insurance,Adjustment/Collection Services,1,250,2016
711,First Data Resources,"Atlanta, GA","13500 Riverport Dr., Suite 200",Maryland Heights,MO,63043,St. Louis,(314) 551-2011,www.firstdatacorp.com,522320,Finance & Insurance,Lending - Bank-Related Services,3,250,2016
712,Frank's Nursey and Crafts,,4360 Highway 94 North Outer Road,St. Peters,MO,63304,St. Charles County,(636) 926-8355,,4442,Retail Trade,Lawn & Garden Supplies,3,250,2016
713,Fru-Con Construction Corporation,St. Louis MSA,15933 Clayton Road,Ballwin,MO,63011,St. Louis County,(636) 391-6700,,233320,Construction,General Contractors,5,250,2016
714,Furniture Brands International Inc. ,St. Louis MSA,"101 South Hanley Rd., Suite 1900",Clayton,MO,63105,St. Louis County,(314) 863-1100,www.furniturebrands.com,,Manufacturing,Furniture manufacturer,6,250,2016
715,Gateway Panel Inc.,,3300 Panel Way,St. Charles ,MO,63301,St. Charles County,(636) 949-9554,www.graucontracting.com,235420,Construction,Specialty Contractors - Plaster and Drywall,3,250,2016
716,Gillespie Community Unit School District 7,St. Louis MSA,510 W Elm St,Gillespie,IL,62033,Macoupin County,(217) 839-2464,,611110,Educational Services,Public Elementary and Secondary Education,8,250,2016
717,GLA Network Technologies Inc.,,"17 Research Park, Suite 200",St. Charles,MO,63304,St. Charles County,(800) 896-3355,www.glai.com,,Information,Telecom software,,250,2016
718,Global Security Service,,911 Washington Ave.,St. Louis,MO,63101,City of St. Louis,(314) 241-2439,,561,"Administrative & Support, Waste Management & Remediation Services",Security & Detective,3,250,2016
719,Good Samaritan Hospital Inc.,,"6633 Delmar Blvd., Suite 300",St. Louis,MO,63130,St. Louis,(314) 352-2400,,623110,Health Care & Social Assistance,Residential Care - Elderly,3,250,2016
720,Hepler Broom MacDonald Hebrank & True LLP,,"103 W. Vandalia, Suite 300",Edwardsville,IL,62025,Madison County,(618) 656-0184,www.ilmolaw.com,541110,Professional & Scientific & Technical Services,Legal Services Office,3,250,2016
721,HJ Enterprises,,3010 High Ridge Blvd.,High Ridge,MO,63049,Jefferson County,(636) 677-3421,,3353,Manufacturing,Electrical Equipment,3,250,2016
722,Houlihan's,,104 West County Center,St. Louis,MO,63131,St. Louis,(314) 821-0900,,722110,Accommodation & Food Services,Restaurants,3,250,2016
723,Interface Security Systems LLC,St. Louis MSA,3773 Corporate Center Dr.,Earth City,MO,63045,St. Louis County,(314) 595-0100,www.interfacesys.com,235310,Information,Cloud computing,"3, 6",250,2016
724,J W Aluminum Co,St. Louis MSA,6100 S Broadway,St. Louis,MO,63111-2597,City of St. Louis,(314) 481-7000,,331315,Manufacturing,Manufactures aluminum foil and leaf,1,250,2016
725,Janitron Inc.,,5229 Manchester Rd.,St. Louis,MO,63110,City of St. Louis,(314) 645-0505,www.janitron.com,561720,"Administrative & Support, Waste Management & Remediation Services",Maintenance & Janitorial,3,250,2016
726,Jersey Community Hospital,St. Louis MSA,PO Box 426,Jerseyville,IL,62052-0426,Jersey,(618) 498-6402,www.jch.org,622110,Health Care & Social Assistance,General Hospital,1,250,2016
727,Kirkwood (City Of),St. Louis MSA,139 S. Kirkwood,St. Louis,MO,63122,St. Louis,(314) 822-5802,www.ci.kirkwood.mo.us,922110,Public Administration,Municipal Governments,3,250,2016
