Symbol,ISIN,Name,Company Description
SLF.CA,CA8667961053,Sun Life Finl.,"SUN LIFE FINANCIAL INC. (SLF INC.) IS AN INTERNATIONAL FINANCIAL SERVICES ORGANIZATION PROVIDING A DIVERSE RANGE OF PROTECTION AND WEALTH ACCUMULATION PRODUCTS AND SERVICES TO INDIVIDUALS AND CORPORATE CUSTOMERS. SUN LIFE FINANCIAL AND ITS PARTNERS HAVE OPERATIONS IN KEY MARKETS WORLDWIDE, INCLUDING CANADA, THE UNITED STATES (U.S.), THE UNITED KINGDOM (U.K.), IRELAND, HONG KONG, THE PHILIPPINES, JAPAN, INDONESIA, INDIA, CHINA, AUSTRALIA, SINGAPORE, VIETNAM AND BERMUDA. IN AUGUST 2013, DELAWARE LIFE HOLDINGS PURCHASED OF THE DOMESTIC U.S. ANNUITY BUSINESS AND CERTAIN LIFE INSURANCE BUSINESSES OF SUN LIFE FINANCIAL INC."
WYNN,US9831341071,Wynn Resorts Ltd,"OPERATES WYNN MACAU, WYNN LAS VEGAS AND ENCORE AT WYNN LAS V EGAS AND MACAU WITH 3,030 SLOT MACHINES AND 735 TABLE GAMES. MACAU CASINOS HAVE 275,000 SQ FT AND LAS VEGAS CASINOS HAVE 186,000 SQ FT OF GAMING SPACE. 2012 REVENUES BY CASINO IN - %: MACAU OPERATIONS 71; AND LAS VEGAS OPERATIONS 29. REVENUE S BY SEGMENT IN %: CASINO 73; FOOD AND BEVERAGE 11; ROOMS 9; AND ENTERTAINMENT, RETAIL AND OTHER 7."
AMAT,US0382221051,Applied Materials Inc,"MANUFACTURES DEPOSITION, INSPECTION AND ETCHING AND CLEANING EQUIPMENT USED IN IC AND FLAT PANEL DISPLAY FABRICATION. 20 12-13 REVENUES BY SEGMENT IN %: SILICON SYSTEMS GROUP 64; AP PLIED GLOBAL SERVICES 27; DISPLAY 7; AND ENERGY AND ENVIRONMENTAL SOLUTIONS 2. REVENUES BY AREA IN %: TAIWAN 35; U.S. 2 0; KOREA 12; CHINA 11; EUROPE 9; JAPAN 9; AND SOUTHEAST ASIA 4. TWO CUSTOMERS ACCOUNTED FOR 40% OF REVENUES."
T.CA,CA87971M1032,Telus,"TELUS CORPORATION (TELUS), INCORPORATED ON OCTOBER 26, 1998, IS A TELECOMMUNICATIONS COMPANIES, PROVIDING A RANGE OF TELECOMMUNICATIONS PRODUCTS AND SERVICES PRODUCTS INCLUDING WIRELESS, DATA, INTERNET PROTOCOL, VOICE AND TELEVISION. THE COMPANY'S OPERATES IN TWO SEGMENTS: WIRELESS AND WIRELINE. THE WIRELESS SEGMENT INCLUDES VOICE, DATA AND EQUIPMENT SALES. THE WIRELINE SEGMENT INCLUDES DATA (WHICH INCLUDES: TELEVISION; INTERNET, ENHANCED DATA AND HOSTING SERVICES; AND MANAGED AND LEGACY DATA SERVICES), VOICE LOCAL, VOICE LONG DISTANCE, AND OTHER TELECOMMUNICATIONS SERVICES EXCLUDING WIRELESS. TELUS EARNS REVENUE FROM ACCESS TO, AND THE USAGE OF, THE COMPANY'S TELECOMMUNICATIONS INFRASTRUCTURE, OR FROM PROVIDING PRODUCTS AND SERVICES THAT FACILITATE ACCESS TO AND USAGE OF THIS INFRASTRUCTURE. AS OF DECEMBER 31, 2012, THE COMPANY'S OWNED 100% OF TELUS COMMUNICATIONS INC. (TCI). IN 2012, THE COMPANY"
PRAD.HK,IT0003874101,Prada,"PRADA SPA IS A HOLDING COMPANY. THE COMPANY, ALONG WITH ITS SUBSIDIARIES, IS ENGAGED IN THE MANUFACTURE OF LEATHER GOODS, CLOTHING, FOOTWEAR AND ACCESSORIES OF ALL KINDS BEARING THE PRADA, MIU MIU, CAR SHOE AND CHURCH'S BRANDS; WORLDWIDE WHOLESALE OF LEATHER GOODS, FOOTWEAR AND CLOTHING BEARING THE PRADA AND MIU MIU BRANDS; RETAIL THROUGH COMPANY STORES AND ON-LINE; MANAGEMENT OF INVESTMENTS, AS WELL AS SERVICES PROVIDED TO GROUP COMPANIES."
BKIA.ES,ES0113307021,Bankia,"BANKIA SA (BANKIA) IS A SPAIN-BASED COMMERCIAL BANK. THE BANK REPRESENTS A UNIVERSAL BANKING BUSINESS MODEL BASED ON MULTI-BRAND AND MULTI-CHANNEL MANAGEMENT, OFFERING ITS PRODUCTS AND SERVICES TO SUCH CUSTOMERS AS INDIVIDUALS, SMALL AND MEDIUM ENTERPRISES, CORPORATIONS, AS WELL AS PUBLIC AND PRIVATE INSTITUTIONS. THE BANK'S BUSINESS IS STRUCTURED INTO SEVEN AREAS: RETAIL BANKING WHICH IS FOCUSED ON THE CUSTOMER THROUGH A MULTICHANNEL NETWORK; BUSINESS BANKING WHICH SERVES CORPORATE ENTITIES; PRIVATE BANKING, WORKING WITH HIGH NET WORTH AND HIGH-INCOME CUSTOMERS; ASSET MANAGEMENT AND BANCASSURANCE AREA BRINGS TOGETHER THE INVESTMENT FUNDS, PENSION PLANS AND FUNDS AND INSURANCE BUSINESSES; CAPITAL MARKETS CONCENTRATES THE BANK'S CAPACITY TO STRUCTURE FINANCIAL PRODUCTS, AS WELL AS THE DIRECT SALE OF THOSE PRODUCTS; AND HOLDINGS CONCENTRATES THE BANK'S CAPACITY TO ORIGINATE, DESIGN AND STRUCTURE FIN"
KU@N.JP,JP3266400005,Kubota,"KUBOTA CORPORATION IS A MANUFACTURER OF FARM EQUIPMENT, ENGINES AND CONSTRUCTION MACHINERY. THE COMPANY HAS THREE BUSINESS SEGMENTS. THE MACHINERY SEGMENT PROVIDES AGRICULTURAL MACHINERY, AGRICULTURE-RELATED PRODUCTS, ENGINES AND CONSTRUCTION MACHINERY, INCLUDING TRACTORS, TAYLORS, TILLERS, LAWN MOWERS, ENGINES FOR AGRICULTURAL, CONSTRUCTION AND INDUSTRIAL USES, AS WELL AS MINI-EXCAVATORS, WHEEL LOADERS, COMPACT TRACK LOADERS, CARRIERS, HYDRAULIC EXCAVATORS, AND GENERATOR, AMONG OTHERS. THE WATER AND ENVIRONMENT SEGMENT PROVIDES PIPES AND ENVIRONMENT-RELATED PRODUCTS, INCLUDING DUCTILE IRON PIPES, PLASTIC PIPES, PUMPS, VALVES, ENVIRONMENTAL PLANTS, VENDING MACHINES AND AIR-CONDITIONING EQUIPMENT, AMONG OTHERS. THE OTHERS SEGMENT INVOLVES IN THE DESIGN, CONSTRUCTION AND SERVICING OF VARIOUS WORKS, AS WELL AS THE MANUFACTURE AND SALE OF HOUSING EQUIPMENT."
ZZMS.DE,US2025976059,Commerzbank Spn. (Fra) Adr 1:1,"COMMERZBANK AG IS A GERMANY-BASED BANK FOR PRIVATE AND CORPORATE CUSTOMERS IN GERMANY. THE BANK OPERATES FIVE BUSINESS SEGMENTS: PRIVATE CUSTOMERS, WHICH OPERATES RETAIL, BUSINESS AND WEALTH MANAGEMENT CUSTOMERS, SALES RETAIL AND BUSINESS CUSTOMERS NORTH-EAST AND SOUTH-WEST, SALES WEALTH MANAGEMENT, AND CREDIT OPERATING UNITS, AMONG OTHERS; MITTELSTANDSBANK, WHICH OPERATES SMALL AND MEDIUM ENTERPRISES, LARGE CORPORATIONS, CORPORATE BANKING, CORPORATES INTERNATIONAL AND FINANCIAL INSTITUTIONS UNITS; CENTRAL & EASTERN EUROPE, WHICH OPERATES CEE-HOLDING AND BRE BANK; CORPORATES & MARKETS, WHICH OPERATES EQUITY MARKETS & COMMODITIES, FIXED INCOME & CURRENCIES TRADING, CORPORATE FINANCE, FIXED INCOME & CURRENCIES SALES, CLIENT RELATIONSHIP MANAGEMENT, AND RESEARCH UNITS, AMONG OTHERS; NON-CORE ASSETS, WHICH OPERATES CRE GERMANY, PUBLIC FINANCE, CRE INTERNATIONAL AND DEUTSCHE SCHIFFSBANK. THE COMPANY'S "
MTRC.HK,HK0066009694,Mtr,"MTR CORPORATION LIMITED IS AN OPERATOR OF RAILWAY SYSTEM WITH SIX SEGMENTS. HONG KONG TRANSPORT OPERATIONS PROVIDES PASSENGER OPERATION AND RELATED SERVICES ON THE URBAN MASS TRANSIT RAILWAY SYSTEM IN HONG KONG. HONG KONG STATION COMMERCIAL BUSINESS INCLUDES THE LETTING OF ADVERTISING, RETAIL AND CAR PARKING SPACE AT RAILWAY STATIONS, THE PROVISION OF TELECOMMUNICATION AND BANDWIDTH SERVICES IN RAILWAY PREMISES IN HONG KONG. HONG KONG PROPERTY RENTAL AND MANAGEMENT BUSINESSES INCLUDES THE LETTING OF RETAIL, OFFICE AND CAR PARKING SPACE AND THE PROVISION OF ESTATE MANAGEMENT SERVICES IN HONG KONG. HONG KONG PROPERTY DEVELOPMENTS BUSINESS INCLUDES PROPERTY DEVELOPMENT ACTIVITIES AT LOCATIONS NEAR THE RAILWAY SYSTEMS IN HONG KONG. OTHER BUSINESSES INCLUDE BUSINESSES NOT DIRECTLY RELATING TO TRANSPORT OPERATIONS OR PROPERTIES. MAINLAND OF CHINA AND INTERNATIONAL SUBSIDIARIES BUSINESS INCLUDE THE OPERA"
HKCG.HK,HK0003000038,Hong Kong And China Gas,"THE HONG KONG AND CHINA GAS COMPANY LIMITED, ALONG WITH ITS SUBSIDIARIES, IS ENGAGED IN THE PRODUCTION, DISTRIBUTION AND MARKETING OF GAS, WATER AND ENERGY RELATED ACTIVITIES IN HONG KONG AND MAINLAND CHINA. THE COMPANY IS ALSO ENGAGED IN PROPERTY DEVELOPMENT AND INVESTMENT ACTIVITIES IN HONG KONG. THE COMPANY'S PORTFOLIO ON THE MAINLAND INCLUDES A TOTAL OF OVER 100 PROJECTS IN 21 PROVINCES, MUNICIPALITIES AND AUTONOMOUS REGIONS. IT HAS 100 CITY-GAS PROJECTS IN MAINLAND CITIES, SPREADING ACROSS 19 PROVINCES/MUNICIPALITIES/AUTONOMOUS REGIONS. ITS PROPERTIES INCLUDE RESIDENTIAL AND COMMERCIAL PROPERTIES. THE COMPANY'S SUBSIDIARIES INCLUDE APEX TIME HOLDINGS LIMITED, BARNABY ASSETS LIMITED, DANETOP SERVICES LIMITED AND OTHERS."
WDC,US9581021055,Western Digital Corp,"MANUFACTURES HARD DISK DRIVES FOR DESKTOP AND NOTEBOOK COMPU TERS, ENTERPRISE APPLICATIONS AND CONSUMER ELECTRONICS. HARD DRIVES INCLUDE 3.5-INCH AND 2.5-INCH FORM FACTOR DRIVES WIT H CAPACITIES RANGING FROM 30 GIGABYTES TO 4 TARABYTES. 2012- -13 REVENUES BY CHANNEL IN %: OEM 63; DISTRIBUTORS 24; AND R ETAILERS 13. REVENUES BY AREA IN %: ASIA 54; AMERICAS 26; AN D EUROPE, MIDDLE EAST AND AFRICA 20."
MOS,US61945C1036,Mosaic Company,"MANUFACTURES PHOSPHATE FERTILIZERS, FEED PHOSPHATE AND POTAS H FERTILIZERS SOLD WORLDWIDE. PRINCIPAL PHOSPHATE FERTILIZER S ARE DIAMMONIUM PHOSPHATE AND MONOAMMONIUM PHOSPHATE. SERVE S CUSTOMERS IN OVER 40 COUNTRIES. 2012-13 REVENUES BY SEGMENT IN %: PHOSPHATES 65; AND POTASH AND OTHER 35. REVENUES BY AREA IN %: U.S. 39; BRAZIL 21; CANPOTEX 12; CANADA 7; INDIA 5; ARGENTINA 3; JAPAN 2; AUSTRALIA 2; CHINA 2; COLOMBIA 1; MEXICO 1; AND OTHER 5."
PCAR,US6937181088,Paccar Inc,"MANUFACTURES LIGHT, MEDIUM AND HEAVY-DUTY COMMERCIAL TRUCKS AND RELATED AFTERMARKET PARTS UNDER THE PETERBILT, KENWORTH AND DAF NAMEPLATES. ALSO PROVIDES FINANCING AND LEASING SERV ICES FOR NEW AND USED TRUCKS AS WELL AS INVENTORY FINANCING FOR INDEPENDENT DEALERS. 2012 REVENUES BY SEGMENT IN %: TRUC KS, PARTS AND OTHER 94; AND FINANCIAL SERVICES 6. REVENUES B Y AREA IN %: U.S. 48; EUROPE 25; AND OTHER 27."
TSLA,US88160R1014,Tesla Motors Inc,"MANUFACTURES HIGH-PERFORMANCE FULLY ELECTRIC VEHICLES AND AD VANCED ELECTRIC VEHICLE POWERTRAIN COMPONENTS. SOLD 2,450 RO ADSTERS TO CUSTOMERS IN 30 COUNTRIES AS OF 12/31/12. OPERATE S 32 STORES AND GALLERIES IN NORTH AMERICA, EUROPE AND ASIA, WITH A GOAL OF ESTABLISHING ABOUT 50 STORES. 2012 REVENUES B Y SEGMENT IN % AUTOMOTIVE SALES 93; AND DEVELOPMENT SERVICES 7. REVENUES BY AREA IN %: NORTH AMERICA 86; EUROPE 12; AND ASIA 2."
KCM.CN,CNE0000018R8,Kweichow Moutai 'A',"KWEICHOW MOUTAI CO., LTD. IS PRINCIPALLY ENGAGED IN THE MANUFACTURE AND DISTRIBUTION OF MOUTAI LIQUOR SERIES PRODUCTS. THE COMPANY PROVIDES MILLESIMES LIQUOR SERIES PRODUCTS, GIFT LIQUOR SERIES PRODUCTS, COMMON LIQUOR SERIES PRODUCTS AND OTHER LIQUOR SERIES PRODUCTS. IT DISTRIBUTES ITS PRODUCTS IN DOMESTIC AND OVERSEAS MARKETS. DURING THE YEAR ENDED DECEMBER 31, 2012, THE COMPANY PRODUCED OVER 40,000 METRIC TONS OF MOUTAI LIQUOR AND SERIES PRODUCTS."
GAZ.GB,US36829G1076,Gazprom Neft Adr (Xsq),"GAZPROM NEFT' OAO (GAZPROM NEFT OJSC) FORMERLY SIBERIAN OIL COMPANY OAO OR SIBNEFT' OAO, IS A RUSSIA-BASED VERTICALLY INTEGRATED OIL COMPANY. ITS CORE ACTIVITIES INCLUDE THE OIL AND GAS EXPLORATION, PRODUCTION AND DEVELOPMENT OF OIL AND GAS FIELDS, AS WELL AS THE PRODUCTION AND SALE OF REFINED OUTLETS, DISTRIBUTION AND MARKETING OPERATIONS THROUGH ITS NUMEROUS RETAIL FILLING STATIONS. THE OIL IS EXPORTED THROUGH A PIPELINE SYSTEM OF AK TRANSNEFT'. IT OPERATES THROUGH ONE REPRESENTATIVE OFFICE IN YAMAL, ONE BRANCH IN MOSCOW, SEVERAL REPRESENTATIVE OFFICES, AS WELL AS A NUMBER OF SUBSIDIARIES AND AFFILIATED COMPANIES LOCATED ACROSS THE RUSSIAN FEDERATION AND ABROAD. THE COMPANY OPERATES OIL AND GAS DEPOSITS IN KHANTY-MANSIYSK, YAMALO-NANETSL AND CHUKOTKA AUTONOMOUS DISTRICTS AND IN TOMSK AND OMSK REGIONS, AS WELL AS IRAQ, VENEZUELA AND OTHERS. THE COMPANY'S MAJOR SHAREHOLDER IS GAZPROM OAO WITH A ST"
CBKX.DE,DE000CBK1001,Commerzbank (Xet),"COMMERZBANK AG IS A GERMANY-BASED BANK FOR PRIVATE AND CORPORATE CUSTOMERS IN GERMANY. THE BANK OPERATES FIVE BUSINESS SEGMENTS: PRIVATE CUSTOMERS, WHICH OPERATES RETAIL, BUSINESS AND WEALTH MANAGEMENT CUSTOMERS, SALES RETAIL AND BUSINESS CUSTOMERS NORTH-EAST AND SOUTH-WEST, SALES WEALTH MANAGEMENT, AND CREDIT OPERATING UNITS, AMONG OTHERS; MITTELSTANDSBANK, WHICH OPERATES SMALL AND MEDIUM ENTERPRISES, LARGE CORPORATIONS, CORPORATE BANKING, CORPORATES INTERNATIONAL AND FINANCIAL INSTITUTIONS UNITS; CENTRAL & EASTERN EUROPE, WHICH OPERATES CEE-HOLDING AND BRE BANK; CORPORATES & MARKETS, WHICH OPERATES EQUITY MARKETS & COMMODITIES, FIXED INCOME & CURRENCIES TRADING, CORPORATE FINANCE, FIXED INCOME & CURRENCIES SALES, CLIENT RELATIONSHIP MANAGEMENT, AND RESEARCH UNITS, AMONG OTHERS; NON-CORE ASSETS, WHICH OPERATES CRE GERMANY, PUBLIC FINANCE, CRE INTERNATIONAL AND DEUTSCHE SCHIFFSBANK. THE COMPANY'S "
SIB.RU,RU0009062467,Gazprom Neft,"GAZPROM NEFT' OAO (GAZPROM NEFT OJSC) FORMERLY SIBERIAN OIL COMPANY OAO OR SIBNEFT' OAO, IS A RUSSIA-BASED VERTICALLY INTEGRATED OIL COMPANY. ITS CORE ACTIVITIES INCLUDE THE OIL AND GAS EXPLORATION, PRODUCTION AND DEVELOPMENT OF OIL AND GAS FIELDS, AS WELL AS THE PRODUCTION AND SALE OF REFINED OUTLETS, DISTRIBUTION AND MARKETING OPERATIONS THROUGH ITS NUMEROUS RETAIL FILLING STATIONS. THE OIL IS EXPORTED THROUGH A PIPELINE SYSTEM OF AK TRANSNEFT'. IT OPERATES THROUGH ONE REPRESENTATIVE OFFICE IN YAMAL, ONE BRANCH IN MOSCOW, SEVERAL REPRESENTATIVE OFFICES, AS WELL AS A NUMBER OF SUBSIDIARIES AND AFFILIATED COMPANIES LOCATED ACROSS THE RUSSIAN FEDERATION AND ABROAD. THE COMPANY OPERATES OIL AND GAS DEPOSITS IN KHANTY-MANSIYSK, YAMALO-NANETSL AND CHUKOTKA AUTONOMOUS DISTRICTS AND IN TOMSK AND OMSK REGIONS, AS WELL AS IRAQ, VENEZUELA AND OTHERS. THE COMPANY'S MAJOR SHAREHOLDER IS GAZPROM OAO WITH A ST"
SAN.BR,BRSANBCDAM13,Santander Br Unt,"BANCO SANTANDER BRASIL SA (THE BANK) IS A BRAZIL-BASED BANK. THE BANK OPERATES AS A MULTIPLE SERVICE BANK THROUGH THREE BUSINESS SEGMENTS: COMMERCIAL BANK, GLOBAL WHOLESALE BANK AND ASSET MANAGEMENT AND INSURANCE. THE COMMERCIAL BANKING SEGMENT ENCOMPASSES THE ENTIRE COMMERCIAL BANKING BUSINESS (EXCEPT FOR THE CORPORATE BANKING BUSINESS MANAGED GLOBALLY USING THE GLOBAL RELATIONSHIP MODEL). THE ASSET MANAGEMENT AND INSURANCE SEGMENT INCLUDES THE CONTRIBUTION TO THE BANK ARISING FROM THE DESIGN AND MANAGEMENT OF THE INVESTMENT FUND, PENSION AND INSURANCE BUSINESSES OF THE VARIOUS UNITS. THE GLOBAL WHOLESALE BANKING SEGMENT REFLECTS THE RETURNS ON THE GLOBAL CORPORATE BANKING BUSINESS, THOSE ON INVESTMENT BANKING AND MARKETS AROUND THE WORLD.ON DECEMBER 17, 2013, THE COMPANY SOLD A TOTAL NUMBER OF SHARES OF SANTANDER BRASIL ASSET MANAGEMENT DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA."
IBN,US45104G1040,Icici Bank Ltd Adr,"PRIVATE SECTOR COMMERCIAL BANK WITH A NETWORK OF 3,100 BRANC HES AND EXTENSION COUNTERS IN CENTERS ACROSS INDIA. PROVIDES COMMERCIAL, RETAIL AND INVESTMENT BANKING, AND INSURANCE SE RVICES. 2012-13 LOAN PORTFOLIO IN %: COMMERCIAL 65; AND CONSUMER LOANS AND CREDIT CARD RECEIVABLES 35. AS OF 03/13, TOT AL ASSETS STOOD AT 6.75 TRIL RUPEES ($124.16 BIL), UP 9% IN RUPEE TERMS FROM 03/12."
MHFI,US5806451093,Mcgraw Hill Financial,"PUBLISHES INFORMATION PRODUCTS FOR THE EDUCATION, FINANCIAL SERVICES AND BUSINESS INFORMATION MARKETS WORLDWIDE. ALSO PR OVIDES ONLINE LEARNING AND MULTIMEDIA TOOLS AS WELL AS BUSIN ESS INTELLIGENCE/ANALYSIS, MEDIA SERVICES AND FINANCIAL SERVICES. 2012 REVENUES BY SEGMENT IN %: RATINGS 45; CAPITAL IQ /INDICIES 25; COMMODITIES AND COMMERCIAL 22; AND DJ INDICES 8. REVENUES BY REGION IN %: U.S. 60; EUROPEAN REGION 24; ASI A 10; AND REST OF WORLD 6."
M,US55616P1049,Macy's Inc,"OPERATES 840 DEPARTMENT STORES IN 45 STATES, D.C., PUERTO RI CO AND GUAM WITH PLANS TO OPEN 10 MORE (1%) IN 2013-14. OFFE RS APPAREL AND ACCESSORIES IN MACY'S AND BLOOMINGDALE'S STOR ES FOR MEN, WOMEN AND CHILDREN. ALSO OFFERS COSMETICS, HOME FURNISHINGS AND OTHER CONSUMER GOODS. 2012-13 REVENUES BY PR ODUCT IN %: FEMININE ACCESSORIES/INTIMATES/SHOES/COSMETICS 3 8; FEMININE APPAREL 23; MEN'S AND CHILDREN'S 23; AND HOME/MI SCELLANEOUS 16."
SSE.GB,GB0007908733,Sse,"SSE PLC, FORMERLY SCOTTISH AND SOUTHERN ENERGY PLC, IS A HOLDING COMPANY. THE COMPANY IS INVOLVED IN THE GENERATION, TRANSMISSION, DISTRIBUTION AND SUPPLY OF ELECTRICITY; THE PRODUCTION, STORAGE, DISTRIBUTION AND SUPPLY OF GAS, AND THE PROVISION OF OTHER ENERGY-RELATED SERVICES. IT OPERATES IN THREE SEGMENTS: NETWORKS, THE REGULATED TRANSMISSION AND DISTRIBUTION OF ELECTRICITY AND GAS, AND OTHER RELATED NETWORKS; RETAIL, THE SUPPLY OF ELECTRICITY, GAS AND OTHER SERVICES TO HOUSEHOLD AND BUSINESS CUSTOMERS. IN JUNE 2012, THE COMPANY, THROUGH ITS WHOLLY OWNED SUBSIDIARY AIRTRICITY ENERGY SUPPLY (NORTHERN IRELAND) LIMITED, ACQUIRED PHOENIX SUPPLY LIMITED. IN SEPTEMBER 2012, THE COMPANY SOLD TRANSMISSION ASSETS AT THE OFFSHORE WIND FARM WALNEY 2 TO BLUE TRANSMISSION WALNEY 2 LIMITED, WHICH IS THE LICENSEE ENTITY INCORPORATED BY THE CONSORTIUM OF MACQUARIE CAPITAL GROUP LIMITED (MACQUARIE CAPITAL) AND "
IWD,US4642875987,Ishares Russell 1000 Val,"EXCHANGE-TRADED FUND SEEKING PERFORMANCE CORRESPONDING TO TH E RUSSELL 1000 VALUE INDEX. BLACKROCK FUND ADVISORS ACTS AS THE FUND'S INVESTMENT ADVISOR. AS OF 06/13, INVESTMENTS BY S ECTOR IN %: FINANCIAL SERVICES 29; ENERGY 15; HEALTH CARE 1- 2; UTILITIES 9; CONSUMER DISCRETIONARY 9; PRODUCER DURABLES 9; COMSUMER STAPLES 7; TECHNOLOGY 6; AND MATERIALS AND OTHER 4. 2012-13 PORTFOLIO TURNOVER RATE WAS 16% VS 21% IN 2011-1 2."
PBOM.MY,MYL1295OO004,Public Bank,"PUBLIC BANK BERHAD IS A MALAYSIA-BASED COMPANY ENGAGED IN ALL ASPECTS OF COMMERCIAL BANKING AND THE PROVISION OF RELATED FINANCIAL SERVICES. THE COMPANY'S BUSINESS SEGMENT INCLUDES: HIRE PURCHASE OPERATIONS ARE FOCUSED ON THE PROVISION OF PASSENGER VEHICLE FINANCING TO ALL LEVELS OF CUSTOMERS; RETAIL OPERATIONS FOCUS ON PROVIDING PRODUCTS AND SERVICES TO INDIVIDUAL CUSTOMERS AND SMALL AND MEDIUM-SIZED ENTERPRISES; CORPORATE LENDING OPERATIONS CATERS TO THE FUNDING NEEDS OF CORPORATE CUSTOMERS; TREASURY AND CAPITAL MARKET OPERATIONS IS INVOLVED IN PROPRIETARY TRADING IN TREASURY RELATED PRODUCTS AND SERVICES; INVESTMENT BANKING OPERATIONS CATERS TO THE BUSINESS NEEDS OF CORPORATE CUSTOMERS THROUGH THE PROVISION OF FINANCIAL SOLUTIONS AND DIRECT LENDING; FUND MANAGEMENT OPERATIONS CONSISTS OF SALE OF TRUST UNITS AND THE MANAGEMENT OF UNIT TRUST FUNDS, AND OTHERS REFER MAINLY TO NON-CORE OPERATIONS, "
PBNK.MY,MYF1295O1009,Public Bank Fb.,
BSBR,US05967A1079,Banco Santander Br Ads,"HOLDING CO FOR BANCO SANTANDER BRAZIL WHICH PROVIDES COMMERC IAL AND WHOLESALE BANKING, ASSET MANAGEMENT AND INSURANCE TH ROUGH 2,407 OFFICES IN SOUTH AND SOUTHEAST BRAZIL. 2012 LOAN PORTFOLIO IN %: MORTGAGE LOANS 39; COMMERCIAL, FINANCIAL, - AGRICULTURAL AND INDUSTRIAL 37; OTHER MORTGAGES 9; REAL ESTA TE AND CONSTRUCTION 4; SPANISH GOVERNMENT 2; AND OTHER 9. AS OF 12/12, TOTAL ASSETS STOOD AT 421 BIL REAIS ($206 BIL), U P 5% IN REAIS TERMS FROM 12/11."
ART.IN,INE397D01024,Bharti Airtel,"BHARTI AIRTEL LIMITED IS A PROVIDER OF TELECOMMUNICATION SERVICES. THE COMPANY'S DIVERSIFIED SERVICE RANGE INCLUDES MOBILE, VOICE AND DATA SOLUTIONS USING SECOND GENERATION (2G), THIRD GENERATION (3G) AND FOURTH GENERATION (4G) TECHNOLOGIES. THE COMPANY ALSO OFFERS DIGITAL TELEVISION (TV) AND INTERNET PROTOCOL TELEVISION (IPTV) SERVICES IN INDIA. THE COMPANY OPERATES IN THREE SEGMENTS: MOBILE SERVICES, TELEMEDIA SERVICES AND AIRTEL BUSINESS. MOBILE SERVICES SEGMENT COVER VOICE AND DATA TELECOM SERVICES PROVIDED THROUGH WIRELESS TECHNOLOGY IN INDIA (2G/3G/4G). TELEMEDIA SERVICES SEGMENT COVER VOICE AND DATA COMMUNICATIONS BASED ON FIXED NETWORK AND BROADBAND TECHNOLOGY. AIRTEL BUSINESS SEGMENT COVERS TELECOM SOLUTIONS BEING PROVIDED TO INDIAN AND GLOBAL CORPORATIONS. IN OCTOBER 2013, BHARTI AIRTEL LIMITED COMPLETED THE ACQUISITION OF WIRELESS BUSINESS SERVICES PRIVATE LIMITED."
NNDO.JP,JP3756600007,Nintendo,"NINTENDO CO., LTD. IS MAINLY ENGAGED IN THE DEVELOPMENT, MANUFACTURE AND SALE OF ENTERTAINMENT PRODUCTS IN HOME ENTERTAINMENT FIELD. THE COMPANY'S MAIN PRODUCTS INCLUDE LEISURE MACHINES SUCH AS PORTABLE AND CONSOLE GAME MACHINES AND SOFTWARE, AS WELL AS TRUMP AND CARTA (JAPANESE-STYLE PLAYING CARDS). AS OF MARCH 31, 2013, THE COMPANY HAD 29 SUBSIDIARIES AND FIVE ASSOCIATED COMPANIES."
CVE.CA,CA15135U1093,Cenovus Energy,"CENOVUS ENERGY, INC. (CENOVUS) IS CANADIAN INTEGRATED OIL COMPANY. THE COMPANY'S OPERATIONS INCLUDE OIL SANDS PROJECTS IN NORTHERN ALBERTA, WHICH USE SPECIALIZED METHODS TO DRILL AND PUMP THE OIL TO THE SURFACE. IT ALSO HAS NATURAL GAS AND OIL PRODUCTION IN ALBERTA AND SASKATCHEWAN. IT HAS FOUR SEGMENTS: OIL SANDS, CONVENTIONAL, REFINING AND MARKETING, AND CORPORATE AND ELIMINATIONS. THE COMPANY HAS 50% OWNERSHIP WITH PHILLIPS 66 IN TWO UNITED STATES REFINERIES, WHICH INCLUDES WOOD RIVER (ILLINOIS) AND BORGER (TEXAS) REFINERIES. IT HAS TWO PRODUCING STEAM-ASSISTED GRAVITY DRAINAGE (SAGD) PROJECTS IN THE OIL SANDS-FOSTER CREEK AND CHRISTINA LAKE, AS WELL AS SEVERAL EMERGING PROJECTS WHICH ARE IN VARIOUS STAGES OF DEVELOPMENT. FOSTER CREEK AND CHRISTINA LAKE ARE 50%-OWNED BY CONOCOPHILLIPS. IT ALSO PRODUCES HEAVY OIL FROM THE MOBILE WABISKAW FORMATION AT ITS 100%-OWNED PELICAN LAKE OPERATION IN THE "
CLR,US2120151012,Continental Res Inc,"ENGAGED IN THE EXPLORATION AND PRODUCTION OF OIL AND GAS IN THE NORTH, SOUTH AND EAST REGIONS OF U.S. AS OF 12/12, TOTAL PROVED RESERVES STOOD AT 561.1 MIL BBLS OF OIL AND 1.34 TRI L CU FT OF NATURAL GAS. HELD 1.42 MIL GROSS (897,542 NET) DEVELOPED ACRES AND 2.08 MIL GROSS (1.34 MIL NET) UNDEVELOPED ACRES. 2012 REVENUES BY SEGMENT IN %: OIL AND GAS SALES 92; AND OIL AND GAS SERVICE/OTHER 8. TWO CUSTOMERS ACCOUNTED FO R 32% OF OIL AND GAS REVENUES."
