symbol,name,sector,price,price_chg,price__chg,vol_rate,avg_dly__vol_000,mkt_val_mil_usd,pe_ratio,company_description,industry_sector,industry_group,isin,major_industry,headquarters,exchange_primary_listing,exchange,trading_country
TOT.HU,Total (Bud),Energy,13088,0,0,-100,26,140655,11,"TOTAL SA IS A FRANCE-BASED INTEGRATED INTERNATIONAL OIL AND GAS COMPANY. IT IS AN INTEGRATED INTERNATIONAL OIL AND GAS COMPANY AND A CHEMICALS MANUFACTURER. TOTAL ENGAGES IN ALL ASPECTS OF THE PETROLEUM INDUSTRY, INCLUDING UPSTREAM OPERATIONS (OIL EXPLORATION AND PRODUCTION, TOGETHER WITH ACTIVITIES RELATED TO NATURAL GAS), REFINING & CHEMICALS (REFINING, PETROCHEMICALS, SPECIALITY CHEMICALS, CRUDE OIL TRADING AND SHIPPING) AND MARKETING & SERVICES (FOCUSED ON THE SUPPLY AND SALE OF PETROLEUM PRODUCTS, TOGETHER WITH ACTIVITIES RELATED TO RENEWABLE ENERGY). IN APRIL 12, 2013, IT INAUGURATED THE PARTNERSHIP WITH VEOLIA ENVIRONNEMENT SA THE OSILUB PLANT. IN JULY 2013, IT SOLD ITS TIGF (TRANSPORT ET INFRASTRUCTURES GAZ FRANCE), GAS TRANSPORT AND STORAGE BUSINESS. IN SEPTEMBER 2013, IT ANNOUNCED THE TRANSFER TO THE NATIONAL GAS COMPANY OF TRINIDAD &TOBAGO OF ALL OF ITS E&P ASSETS IN TRINIDAD THROUGH TH",ENERGY,Oil&Gas-Integrated,FR0000120271,Oil&Gas-Integrated,Courbevoie,"No (PARIS-SBF, TAL.FR)",BUDAPEST,HUNGARY
TOTA.DE,Total Spn.Adr 1:1 (Fra),Energy,43.32,0,0,-100,4,140046,11,"TOTAL SA IS A FRANCE-BASED INTEGRATED INTERNATIONAL OIL AND GAS COMPANY. IT IS AN INTEGRATED INTERNATIONAL OIL AND GAS COMPANY AND A CHEMICALS MANUFACTURER. TOTAL ENGAGES IN ALL ASPECTS OF THE PETROLEUM INDUSTRY, INCLUDING UPSTREAM OPERATIONS (OIL EXPLORATION AND PRODUCTION, TOGETHER WITH ACTIVITIES RELATED TO NATURAL GAS), REFINING & CHEMICALS (REFINING, PETROCHEMICALS, SPECIALITY CHEMICALS, CRUDE OIL TRADING AND SHIPPING) AND MARKETING & SERVICES (FOCUSED ON THE SUPPLY AND SALE OF PETROLEUM PRODUCTS, TOGETHER WITH ACTIVITIES RELATED TO RENEWABLE ENERGY). IN APRIL 12, 2013, IT INAUGURATED THE PARTNERSHIP WITH VEOLIA ENVIRONNEMENT SA THE OSILUB PLANT. IN JULY 2013, IT SOLD ITS TIGF (TRANSPORT ET INFRASTRUCTURES GAZ FRANCE), GAS TRANSPORT AND STORAGE BUSINESS. IN SEPTEMBER 2013, IT ANNOUNCED THE TRANSFER TO THE NATIONAL GAS COMPANY OF TRINIDAD &TOBAGO OF ALL OF ITS E&P ASSETS IN TRINIDAD THROUGH TH",ENERGY,Oil&Gas-Integrated,US89151E1091,,Courbevoie,"No (NYSE, TOT)",FRANKFURT,GERMANY
CMCSA,Comcast Corp Cl A,Technology,53.54,-0.53,-0.98021,2.94577897,532114,140029,23,"PROVIDES VIDEO, INTERNET, PHONE, NETWORK, AND BROADCAST TV S ERVICES THROUGH COMCAST CABLE/NBCUNIVERSAL .AS OF 12/12, CO HAD 22.0 MIL VIDEO, 19.4 MIL HIGH-SPEED INTERNET, AND 10 MIL PHONE SUBSCRIBERS IN THE U.S. PROGRAMMING CONTENT INCLUDES SPORTS, ENTERTAINMENT, LIFESTYLE AND GAMING CHANNELS. 2012 R EVENUES BY SEGMENT IN %: CABLE COMMUNICATIONS (VIDEO/INTERNE T/VOICE) 62; CABLE NETWORKS 14; BROADCAST TV 13; FILMED ENTE RTAINMENT 8; AND OTHER 3.",TELECOM,Telecom Svcs-Cable/Satl,US20030N1019,Telecommunication Servce,"Philadelphia, PA",Yes,NASDAQ,UNITED STATES
RDSA.GB,Royal Dutch Shell A(Lon),Energy,21.95,0.15,0.688073394,-21.3409207,74207,139851,10,"ROYAL DUTCH SHELL PLC (SHELL) IS AN INDEPENDENT OIL AND GAS COMPANY, BASED IN THE UNITED KINGDOM. IT OPERATES IN THREE SEGMENTS: UPSTREAM, DOWNSTREAM AND CORPORATE. UPSTREAM COMBINES THE OPERATING SEGMENTS UPSTREAM INTERNATIONAL AND UPSTREAM AMERICAS, WHICH ARE ENGAGED IN SEARCHING FOR AND RECOVERING CRUDE OIL AND NATURAL GAS, THE LIQUEFACTION AND TRANSPORTATION OF GAS, THE EXTRACTION OF BITUMEN FROM OIL SANDS AND CONVERTING IT INTO SYNTHETIC CRUDE OIL, AND WIND ENERGY. DOWNSTREAM SEGMENT IS ENGAGED IN MANUFACTURING, DISTRIBUTION AND MARKETING ACTIVITIES FOR OIL PRODUCTS AND CHEMICALS, ALTERNATIVE ENERGY (EXCLUDING WIND), AND CARBON DIOXIDE (CO2) MANAGEMENT. CORPORATE SEGMENT REPRESENTS THE KEY SUPPORT FUNCTIONS, SUCH AS SHELL'S HOLDINGS, TREASURY AND SELF-INSURANCE ORGANIZATION. IN JANUARY 2014, ROYAL DUTCH SHELL PLC COMPLETED THE ACQUISITION OF REPSOL S.A.'S LIQUEFIED NATURAL GAS (LNG) PORTFOLIO",ENERGY,Oil&Gas-Integrated,GB00B03MLX29,,2596 HR The Hague,"No (AMSTERDAM (AEX), RDSA.NL)",LONDON,UNITED KINGDOM
R6C.DE,Royal Dutch Shell A(Fra),Energy,26.37,0,0,-100,455,139786,10,"ROYAL DUTCH SHELL PLC (SHELL) IS AN INDEPENDENT OIL AND GAS COMPANY, BASED IN THE UNITED KINGDOM. IT OPERATES IN THREE SEGMENTS: UPSTREAM, DOWNSTREAM AND CORPORATE. UPSTREAM COMBINES THE OPERATING SEGMENTS UPSTREAM INTERNATIONAL AND UPSTREAM AMERICAS, WHICH ARE ENGAGED IN SEARCHING FOR AND RECOVERING CRUDE OIL AND NATURAL GAS, THE LIQUEFACTION AND TRANSPORTATION OF GAS, THE EXTRACTION OF BITUMEN FROM OIL SANDS AND CONVERTING IT INTO SYNTHETIC CRUDE OIL, AND WIND ENERGY. DOWNSTREAM SEGMENT IS ENGAGED IN MANUFACTURING, DISTRIBUTION AND MARKETING ACTIVITIES FOR OIL PRODUCTS AND CHEMICALS, ALTERNATIVE ENERGY (EXCLUDING WIND), AND CARBON DIOXIDE (CO2) MANAGEMENT. CORPORATE SEGMENT REPRESENTS THE KEY SUPPORT FUNCTIONS, SUCH AS SHELL'S HOLDINGS, TREASURY AND SELF-INSURANCE ORGANIZATION. IN JANUARY 2014, ROYAL DUTCH SHELL PLC COMPLETED THE ACQUISITION OF REPSOL S.A.'S LIQUEFIED NATURAL GAS (LNG) PORTFOLIO",ENERGY,Oil&Gas-Integrated,GB00B03MLX29,,2596 HR The Hague,"No (AMSTERDAM (AEX), RDSA.NL)",FRANKFURT,GERMANY
RDSA.NL,Royal Dutch Shell A,Energy,26.36,0.125,0.476462741,21.70865692,119996,139759,10,"ROYAL DUTCH SHELL PLC (SHELL) IS AN INDEPENDENT OIL AND GAS COMPANY, BASED IN THE UNITED KINGDOM. IT OPERATES IN THREE SEGMENTS: UPSTREAM, DOWNSTREAM AND CORPORATE. UPSTREAM COMBINES THE OPERATING SEGMENTS UPSTREAM INTERNATIONAL AND UPSTREAM AMERICAS, WHICH ARE ENGAGED IN SEARCHING FOR AND RECOVERING CRUDE OIL AND NATURAL GAS, THE LIQUEFACTION AND TRANSPORTATION OF GAS, THE EXTRACTION OF BITUMEN FROM OIL SANDS AND CONVERTING IT INTO SYNTHETIC CRUDE OIL, AND WIND ENERGY. DOWNSTREAM SEGMENT IS ENGAGED IN MANUFACTURING, DISTRIBUTION AND MARKETING ACTIVITIES FOR OIL PRODUCTS AND CHEMICALS, ALTERNATIVE ENERGY (EXCLUDING WIND), AND CARBON DIOXIDE (CO2) MANAGEMENT. CORPORATE SEGMENT REPRESENTS THE KEY SUPPORT FUNCTIONS, SUCH AS SHELL'S HOLDINGS, TREASURY AND SELF-INSURANCE ORGANIZATION. IN JANUARY 2014, ROYAL DUTCH SHELL PLC COMPLETED THE ACQUISITION OF REPSOL S.A.'S LIQUEFIED NATURAL GAS (LNG) PORTFOLIO",ENERGY,Oil&Gas-Integrated,GB00B03MLX29,,2596 HR The Hague,Yes,AMSTERDAM (AEX),NETHERLANDS
T0TX.DE,Total Spn.Adr 1:1 (Xet),Energy,43.23,0,0,-100,4,139736,11,"TOTAL SA IS A FRANCE-BASED INTEGRATED INTERNATIONAL OIL AND GAS COMPANY. IT IS AN INTEGRATED INTERNATIONAL OIL AND GAS COMPANY AND A CHEMICALS MANUFACTURER. TOTAL ENGAGES IN ALL ASPECTS OF THE PETROLEUM INDUSTRY, INCLUDING UPSTREAM OPERATIONS (OIL EXPLORATION AND PRODUCTION, TOGETHER WITH ACTIVITIES RELATED TO NATURAL GAS), REFINING & CHEMICALS (REFINING, PETROCHEMICALS, SPECIALITY CHEMICALS, CRUDE OIL TRADING AND SHIPPING) AND MARKETING & SERVICES (FOCUSED ON THE SUPPLY AND SALE OF PETROLEUM PRODUCTS, TOGETHER WITH ACTIVITIES RELATED TO RENEWABLE ENERGY). IN APRIL 12, 2013, IT INAUGURATED THE PARTNERSHIP WITH VEOLIA ENVIRONNEMENT SA THE OSILUB PLANT. IN JULY 2013, IT SOLD ITS TIGF (TRANSPORT ET INFRASTRUCTURES GAZ FRANCE), GAS TRANSPORT AND STORAGE BUSINESS. IN SEPTEMBER 2013, IT ANNOUNCED THE TRANSFER TO THE NATIONAL GAS COMPANY OF TRINIDAD &TOBAGO OF ALL OF ITS E&P ASSETS IN TRINIDAD THROUGH TH",ENERGY,Oil&Gas-Integrated,US89151E1091,,Courbevoie,"No (NYSE, TOT)",XETRA,GERMANY
R6CX.DE,Royal Dutch Shell A(Xet),Energy,26.32,0.075,0.285823171,26.10054798,1431,139521,10,"ROYAL DUTCH SHELL PLC (SHELL) IS AN INDEPENDENT OIL AND GAS COMPANY, BASED IN THE UNITED KINGDOM. IT OPERATES IN THREE SEGMENTS: UPSTREAM, DOWNSTREAM AND CORPORATE. UPSTREAM COMBINES THE OPERATING SEGMENTS UPSTREAM INTERNATIONAL AND UPSTREAM AMERICAS, WHICH ARE ENGAGED IN SEARCHING FOR AND RECOVERING CRUDE OIL AND NATURAL GAS, THE LIQUEFACTION AND TRANSPORTATION OF GAS, THE EXTRACTION OF BITUMEN FROM OIL SANDS AND CONVERTING IT INTO SYNTHETIC CRUDE OIL, AND WIND ENERGY. DOWNSTREAM SEGMENT IS ENGAGED IN MANUFACTURING, DISTRIBUTION AND MARKETING ACTIVITIES FOR OIL PRODUCTS AND CHEMICALS, ALTERNATIVE ENERGY (EXCLUDING WIND), AND CARBON DIOXIDE (CO2) MANAGEMENT. CORPORATE SEGMENT REPRESENTS THE KEY SUPPORT FUNCTIONS, SUCH AS SHELL'S HOLDINGS, TREASURY AND SELF-INSURANCE ORGANIZATION. IN JANUARY 2014, ROYAL DUTCH SHELL PLC COMPLETED THE ACQUISITION OF REPSOL S.A.'S LIQUEFIED NATURAL GAS (LNG) PORTFOLIO",ENERGY,Oil&Gas-Integrated,GB00B03MLX29,,2596 HR The Hague,"No (AMSTERDAM (AEX), RDSA.NL)",XETRA,GERMANY
R6C1.DE,Royal Dutch Shell A(Fra) Adr 1:2,Energy,52.4,0,0,-100,4,138911,11,"ROYAL DUTCH SHELL PLC (SHELL) IS AN INDEPENDENT OIL AND GAS COMPANY. THE COMPANY OWNS, DIRECTLY OR INDIRECTLY, INVESTMENTS IN THE NUMEROUS COMPANIES CONSTITUTING THE GROUP. SHELL IS ENGAGED WORLDWIDE IN THE ASPECTS OF THE OIL AND GAS INDUSTRY AND ALSO HAS INTERESTS IN CHEMICALS AND OTHER ENERGY-RELATED BUSINESSES. THE COMPANY OPERATES IN THREE SEGMENTS: UPSTREAM, DOWNSTREAM AND CORPORATE. ITS UPSTREAM BUSINESS EXPLORES FOR AND EXTRACTS CRUDE OIL AND NATURAL GAS, OFTEN IN JOINT VENTURES WITH INTERNATIONAL AND NATIONAL OIL COMPANIES. SHELL'S DOWNSTREAM SEGMENT TURNS CRUDE OIL INTO A RANGE OF REFINED PRODUCTS, WHICH ARE MOVED AND MARKETED WORLDWIDE FOR DOMESTIC, INDUSTRIAL AND TRANSPORT USE. THE CORPORATE SEGMENT COVERS THE NON-OPERATING ACTIVITIES SUPPORTING SHELL. DURING THE YEAR ENDED DECEMBER 31, 2009, IT ACQUIRED A 40% INTEREST IN THE ALAM EL SHAWISH WEST CONCESSION, LOCATED IN THE EGYPTIAN WEST",ENERGY,Oil&Gas-Integrated,US7802592060,,The Hague,"No (NYSE, RDSA)",FRANKFURT,GERMANY
VZ,Verizon Communications,Technology,48.53,0.26,0.538636,26.15171088,542545,138795,19,"PROVIDES LOCAL EXCHANGE, NETWORK ACCESS, DATA, WIRELESS AND INFORMATION SERVICES IN THE U.S. AND OVER 150 COUNTRIES TO R ESIDENTIAL AND BUSINESS CUSTOMERS. ALSO PROVIDES LONG DISTAN CE, BROADBAND AND DIGITAL TELEVISION SERVICES. AS OF 12/12, OPERATED 22.5 MIL SWITCHED ACCESS LINES AND SERVED 98.2 MIL DOMESTIC WIRELESS CUSTOMERS. 2012 REVENUES BY SEGMENT %: DOM ESTIC WIRELESS 66; AND WIRELINE 34.",TELECOM,Telecom Svcs-Integrated,US92343V1044,Telecommunication Servce,"New York, NY",Yes,NYSE,UNITED STATES
PEP.NL,Pepsico (Ams),Consumer Staple,89.99,0,0,,0,138008,21,"PEPSICO, INC. (PEPSICO) IS A GLOBAL FOOD AND BEVERAGE COMPANY. THROUGH THE COMPANY'S BOTTLERS, CONTRACT MANUFACTURERS AND OTHER PARTNERS, IT MAKES, MARKETS, SELLS AND DISTRIBUTES A RANGE OF FOODS AND BEVERAGES IN MORE THAN 200 COUNTRIES AND TERRITORIES. PEPSICO IS ORGANIZED INTO FOUR BUSINESS UNITS: PEPSICO AMERICAS FOODS (PAF), WHICH INCLUDES FRITO-LAY NORTH AMERICA (FLNA), QUAKER FOODS NORTH AMERICA (QFNA) AND ALL OF ITS LATIN AMERICAN FOOD AND SNACK BUSINESSES (LAF); PEPSICO AMERICAS BEVERAGES (PAB), WHICH INCLUDES ALL OF ITS NORTH AMERICAN AND LATIN AMERICAN BEVERAGE BUSINESSES; PEPSICO EUROPE, WHICH INCLUDES ALL BEVERAGE, FOOD AND SNACK BUSINESSES IN EUROPE AND SOUTH AFRICA, AND PEPSICO ASIA, MIDDLE EAST AND AFRICA (AMEA), WHICH INCLUDES ALL BEVERAGE, FOOD AND SNACK BUSINESSES IN AMEA, EXCLUDING SOUTH AFRICA. IT MANUFACTURES MARKETS AND SELLS A RANGE OF SALTY, SWEET AND GRAIN-BASED SNACKS, CA",FOOD/BEV,Beverages-Non-Alcoholic,US7134481081,Beverage - Non-Alcoholic,,"No (NYSE, PEP)",AMSTERDAM (AEX),NETHERLANDS
R61X.DE,Royal Dutch Shell A(Xet) Adr 1:2,Energy,52,0,0,-100,1,137851,10,"ROYAL DUTCH SHELL PLC (SHELL) IS AN INDEPENDENT OIL AND GAS COMPANY. THE COMPANY OWNS, DIRECTLY OR INDIRECTLY, INVESTMENTS IN THE NUMEROUS COMPANIES CONSTITUTING THE GROUP. SHELL IS ENGAGED WORLDWIDE IN THE ASPECTS OF THE OIL AND GAS INDUSTRY AND ALSO HAS INTERESTS IN CHEMICALS AND OTHER ENERGY-RELATED BUSINESSES. THE COMPANY OPERATES IN THREE SEGMENTS: UPSTREAM, DOWNSTREAM AND CORPORATE. ITS UPSTREAM BUSINESS EXPLORES FOR AND EXTRACTS CRUDE OIL AND NATURAL GAS, OFTEN IN JOINT VENTURES WITH INTERNATIONAL AND NATIONAL OIL COMPANIES. SHELL'S DOWNSTREAM SEGMENT TURNS CRUDE OIL INTO A RANGE OF REFINED PRODUCTS, WHICH ARE MOVED AND MARKETED WORLDWIDE FOR DOMESTIC, INDUSTRIAL AND TRANSPORT USE. THE CORPORATE SEGMENT COVERS THE NON-OPERATING ACTIVITIES SUPPORTING SHELL. DURING THE YEAR ENDED DECEMBER 31, 2009, IT ACQUIRED A 40% INTEREST IN THE ALAM EL SHAWISH WEST CONCESSION, LOCATED IN THE EGYPTIAN WEST",ENERGY,Oil&Gas-Integrated,US7802592060,,The Hague,"No (NYSE, RDSA)",XETRA,GERMANY
SN#X.DE,Sanofi Adr 2:1 (Xet),Health Care,37.98,0.32,0.849820741,5900,1,136767,34,"SANOFI SA, FORMERLY SANOFI-AVENTIS, IS A GLOBAL AND DIVERSIFIED HEALTHCARE COMPANY BASED IN FRANCE. THE COMPANY DISCOVERS, DEVELOPS AND DISTRIBUTES THERAPEUTIC SOLUTIONS FOCUSED ON PATIENTS' NEEDS. THE COMPANY FOCUSES ON THE FIELD OF HEALTHCARE WITH SIX GROWTH PLATFORMS: DIABETES SOLUTIONS, HUMAN VACCINES, INNOVATIVE DRUGS, CONSUMER HEALTHCARE, EMERGING MARKETS AND ANIMAL HEALTH. THE COMPANY HAS A PORTFOLIO OF PRESCRIPTION DRUGS, VACCINES, GENERICS AND CONSUMER HEALTHCARE PRODUCTS. THE COMPANY IS ACTIVE DOMESTICALLY AND ABROAD, INCLUDING OTHER EUROPEAN COUNTRIES, NORTH AND LATIN AMERICAS, ASIA, AFRICA AND MIDDLE EAST. IN DECEMBER 2012, SANOFI ANNOUNCED THAT IT COMPLETED THE DIVESTITURE OF ITS DERMATOLOGY BUSINESS, DERMIK, TO VALEANT PHARMACEUTICALS INTERNATIONAL, INC. IN APRIL 2013, THE COMPANY INAUGURATED ITS LOGISTICS PLATFORM IN CASABLANCA, MOROCCO.",MEDICAL,Medical-Ethical Drugs,US80105N1054,Healthcare-Drug/Diversfd,Paris,"No (NYSE, SNY)",XETRA,GERMANY
SNY,Sanofi,Health Care,51.18,0.05,0.097789,-55.35941357,68356,136353,16,"FRENCH DEVELOPER OF PHARMACEUTICAL PRODUCTS AND VACCINES TAR GETING VARIOUS THERAPEUTIC AREAS. PRODUCTS INCLUDE TREATMENT S FOR METABOLIC DISORDERS, THROMBOSIS, CARDIOVASCULAR DISEAS ES, CANCERS AND CENTRAL NERVOUS SYSTEM DISEASES AS WELL AS - VACCINES FOR POLIO, INFLUENZA, MENINGITIS AND OTHER DISEASES . 2012 TOTAL REVENUES BY SEGMENT IN %: PHARMACEUTICALS 83; V ACCINES 11; ANIMAL HEALTH 6. NET SALES BY AREA IN %: NORTH A MERICA 33; EUROPE 32; OTHER 35.",MEDICAL,Medical-Ethical Drugs,US80105N1054,Healthcare-Drug/Diversfd,FRANCE,Yes,NYSE,UNITED STATES
CMCSK,Comcast Corp Cla Special,Technology,51.69,-0.37,-0.710718,11.61054723,96941,135681,22,"PROVIDES VIDEO, INTERNET, PHONE, NETWORK, AND BROADCAST TV S ERVICES THROUGH COMCAST CABLE/NBCUNIVERSAL .AS OF 12/12, CO HAD 22.0 MIL VIDEO, 19.4 MIL HIGH-SPEED INTERNET, AND 10 MIL PHONE SUBSCRIBERS IN THE U.S. PROGRAMMING CONTENT INCLUDES SPORTS, ENTERTAINMENT, LIFESTYLE AND GAMING CHANNELS. 2012 R EVENUES BY SEGMENT IN %: CABLE COMMUNICATIONS (VIDEO/INTERNE T/VOICE) 62; CABLE NETWORKS 14; BROADCAST TV 13; FILMED ENTE RTAINMENT 8; AND OTHER 3.",TELECOM,Telecom Svcs-Cable/Satl,US20030N2009,Telecommunication Servce,"Philadelphia, PA",Yes,NASDAQ,UNITED STATES
SANO.IT,Sanofi (Mil),Health Care,75.25,0.25,0.333333333,-63.34089191,100,135506,32,"SANOFI SA, FORMERLY SANOFI-AVENTIS, IS A GLOBAL AND DIVERSIFIED HEALTHCARE COMPANY BASED IN FRANCE. THE COMPANY DISCOVERS, DEVELOPS AND DISTRIBUTES THERAPEUTIC SOLUTIONS FOCUSED ON PATIENTS' NEEDS. THE COMPANY FOCUSES ON THE FIELD OF HEALTHCARE WITH SIX GROWTH PLATFORMS: DIABETES SOLUTIONS, HUMAN VACCINES, INNOVATIVE DRUGS, CONSUMER HEALTHCARE, EMERGING MARKETS AND ANIMAL HEALTH. THE COMPANY HAS A PORTFOLIO OF PRESCRIPTION DRUGS, VACCINES, GENERICS AND CONSUMER HEALTHCARE PRODUCTS. THE COMPANY IS ACTIVE DOMESTICALLY AND ABROAD, INCLUDING OTHER EUROPEAN COUNTRIES, NORTH AND LATIN AMERICAS, ASIA, AFRICA AND MIDDLE EAST. IN DECEMBER 2012, SANOFI ANNOUNCED THAT IT COMPLETED THE DIVESTITURE OF ITS DERMATOLOGY BUSINESS, DERMIK, TO VALEANT PHARMACEUTICALS INTERNATIONAL, INC. IN APRIL 2013, THE COMPANY INAUGURATED ITS LOGISTICS PLATFORM IN CASABLANCA, MOROCCO.",MEDICAL,Medical-Ethical Drugs,FR0000120578,Healthcare-Drug/Diversfd,Paris,"No (PARIS-SBF, SQ@F.FR)",MILAN,ITALY
PM,Philip Morris Intl Inc,Consumer Staple,84.52,1.44,1.733269,29.83076487,439369,135415,16,"MANUFACTURES CIGARETTES SOLD WORLDWIDE UNDER THE MARLBORO, L &M, AND OTHER BRANDS. ALSO SELLS CIGARS IN AUSTRALIA AND NEW ZEALAND. OTHER INTERNATIONAL/LOCAL BRANDS: PHILIP MORRIS, M URATTI, NEXT, LARK, SAMPOERNA A, DJI SAM SOE (INDONESIA), DIANA (ITALY) AND APOLLO-SOYUZ (RUSSIA). 2012 REVENUES BY ARE A IN %: EUROPEAN UNION 35; ASIA 27; EASTERN EUROPE/MIDDLE EA S/AFRICA 25; AND LATIN AMERICA/CANADA 13. MARLBORO BRAND: 33 % OF 2012 SHIPMENT VOLUME.",ALCOHL/TOB,Tobacco,US7181721090,Tobacco,"New York, NY",Yes,NYSE,UNITED STATES
BAC.DE,Verizon Comms. (Fra),Technology,34.75,0,0,-100,27,135263,62,"VERIZON COMMUNICATIONS INC. (VERIZON) IS A HOLDING COMPANY. THE COMPANY IS A PROVIDER OF COMMUNICATIONS, INFORMATION AND ENTERTAINMENT PRODUCTS AND SERVICES TO CONSUMERS, BUSINESSES AND GOVERNMENTAL AGENCIES. IT OPERATES IN TWO PRIMARY SEGMENTS: VERIZON WIRELESS AND WIRELINE. VERIZON WIRELESS' COMMUNICATIONS PRODUCTS AND SERVICES INCLUDE WIRELESS VOICE AND DATA SERVICES AND EQUIPMENT SALES, WHICH ARE PROVIDED TO CONSUMER, BUSINESS AND GOVERNMENT CUSTOMERS ACROSS THE UNITED STATES. WIRELINE'S COMMUNICATIONS PRODUCTS AND SERVICES INCLUDE VOICE, INTERNET ACCESS, BROADBAND VIDEO AND DATA, INTERNET PROTOCOL NETWORK SERVICES, NETWORK ACCESS, LONG DISTANCE AND OTHER SERVICES. IN NOVEMBER 2013, VERIZON COMMUNICATIONS INC'S VERIZON DIGITAL MEDIA SERVICES ACQUIRED UPLYNK, A TECHNOLOGY AND TELEVISION CLOUD COMPANY. EFFECTIVE JANUARY 6, 2014, VERIZON COMMUNICATIONS INC ACQUIRED EDGECAST NETWORKS INC.",TELECOM,Telecom Svcs-Integrated,US92343V1044,Telecommunication Equip,,"No (NYSE, VZ)",FRANKFURT,GERMANY
SQ@F.FR,Sanofi,Health Care,75.02,0.1,0.133475707,5.363187266,186970,135092,32,"SANOFI SA, FORMERLY SANOFI-AVENTIS, IS A GLOBAL AND DIVERSIFIED HEALTHCARE COMPANY BASED IN FRANCE. THE COMPANY DISCOVERS, DEVELOPS AND DISTRIBUTES THERAPEUTIC SOLUTIONS FOCUSED ON PATIENTS' NEEDS. THE COMPANY FOCUSES ON THE FIELD OF HEALTHCARE WITH SIX GROWTH PLATFORMS: DIABETES SOLUTIONS, HUMAN VACCINES, INNOVATIVE DRUGS, CONSUMER HEALTHCARE, EMERGING MARKETS AND ANIMAL HEALTH. THE COMPANY HAS A PORTFOLIO OF PRESCRIPTION DRUGS, VACCINES, GENERICS AND CONSUMER HEALTHCARE PRODUCTS. THE COMPANY IS ACTIVE DOMESTICALLY AND ABROAD, INCLUDING OTHER EUROPEAN COUNTRIES, NORTH AND LATIN AMERICAS, ASIA, AFRICA AND MIDDLE EAST. IN DECEMBER 2012, SANOFI ANNOUNCED THAT IT COMPLETED THE DIVESTITURE OF ITS DERMATOLOGY BUSINESS, DERMIK, TO VALEANT PHARMACEUTICALS INTERNATIONAL, INC. IN APRIL 2013, THE COMPANY INAUGURATED ITS LOGISTICS PLATFORM IN CASABLANCA, MOROCCO.",MEDICAL,Medical-Ethical Drugs,FR0000120578,Healthcare-Drug/Diversfd,Paris,Yes,PARIS-SBF,FRANCE
TOT,Total S A Adr,Energy,59.56,-0.02,-0.033568,-45.43291611,57596,135080,9,"ENGAGED IN EXPLORATION, PRODUCTION, REFINING, MARKETING AND TRANSPORTATION OF CRUDE OIL AND PETROLEUM PRODUCTS GLOBALLY. RESERVES AS OF 12/12 STOOD AT 20.0 TRIL CU FT GAS, 3.65 BIL BBLS OIL AND 1.03 BIL BBLS BITUMEN. 2012 REVENUES BY SEGMENT IN %: REFINING AND CHEMICALS 46; MARKETING AND SERVICE 43 ; AND UPSTREAM 11. REVENUES BY AREA IN %: FRANCE 23; OTHER E UROPE 52; NORTH AMERICA 9; AFRICA 9; AND REST OF THE WORLD 7 .",ENERGY,Oil&Gas-Integrated,US89151E1091,Oil&Gas-Integrated,FRANCE,Yes,NYSE,UNITED STATES
SNW.DE,Sanofi (Fra),Health Care,74.91,0,0,-100,607,134894,32,"SANOFI SA, FORMERLY SANOFI-AVENTIS, IS A GLOBAL AND DIVERSIFIED HEALTHCARE COMPANY BASED IN FRANCE. THE COMPANY DISCOVERS, DEVELOPS AND DISTRIBUTES THERAPEUTIC SOLUTIONS FOCUSED ON PATIENTS' NEEDS. THE COMPANY FOCUSES ON THE FIELD OF HEALTHCARE WITH SIX GROWTH PLATFORMS: DIABETES SOLUTIONS, HUMAN VACCINES, INNOVATIVE DRUGS, CONSUMER HEALTHCARE, EMERGING MARKETS AND ANIMAL HEALTH. THE COMPANY HAS A PORTFOLIO OF PRESCRIPTION DRUGS, VACCINES, GENERICS AND CONSUMER HEALTHCARE PRODUCTS. THE COMPANY IS ACTIVE DOMESTICALLY AND ABROAD, INCLUDING OTHER EUROPEAN COUNTRIES, NORTH AND LATIN AMERICAS, ASIA, AFRICA AND MIDDLE EAST. IN DECEMBER 2012, SANOFI ANNOUNCED THAT IT COMPLETED THE DIVESTITURE OF ITS DERMATOLOGY BUSINESS, DERMIK, TO VALEANT PHARMACEUTICALS INTERNATIONAL, INC. IN APRIL 2013, THE COMPANY INAUGURATED ITS LOGISTICS PLATFORM IN CASABLANCA, MOROCCO.",MEDICAL,Medical-Ethical Drugs,FR0000120578,Healthcare-Drug/Diversfd,Paris,"No (PARIS-SBF, SQ@F.FR)",FRANKFURT,GERMANY
